"","site","comid","lon","lat","inletoutlet","tocomid","direction"
"415","TCEQMAIN-12278",3766330,-95.9637,28.6633,"inlet",NA,"dn"
"416","TCEQMAIN-12278",3766330,-95.9637,28.6633,"outlet",3766332,"up"
"417","TCEQMAIN-12281",3765794,-96.0025,28.7673,"inlet",3766336,"dn"
"418","TCEQMAIN-12281",3765794,-96.0025,28.7673,"outlet",NA,"up"
"419","TCEQMAIN-12284",3766382,-95.9996,28.9841,"inlet",NA,"dn"
"420","TCEQMAIN-12284",3766382,-95.9996,28.9841,"outlet",NA,"up"
"421","TCEQMAIN-12286",3764246,-96.1,29.308,"inlet",NA,"dn"
"422","TCEQMAIN-12286",3764246,-96.1,29.308,"outlet",NA,"up"
"423","TCEQMAIN-12287",3764158,-96.3964,29.4531,"inlet",NA,"dn"
"424","TCEQMAIN-12287",3764158,-96.3964,29.4531,"outlet",NA,"up"
"425","TCEQMAIN-12524",7842827,-96.6869,28.9603,"inlet",NA,"dn"
"426","TCEQMAIN-12524",7842827,-96.6869,28.9603,"outlet",NA,"up"
"427","TCEQMAIN-12578",1640227,-96.8842,28.5058,"inlet",NA,"dn"
"428","TCEQMAIN-12578",1640227,-96.8842,28.5058,"outlet",1640543,"up"
"429","TCEQMAIN-12791",3840125,-97.3848,28.6498,"inlet",NA,"dn"
"430","TCEQMAIN-12791",3840125,-97.3848,28.6498,"outlet",NA,"up"
"431","TCEQMAIN-12812",10836420,-98.4724,29.2541,"inlet",NA,"dn"
"432","TCEQMAIN-12812",10836420,-98.4724,29.2541,"outlet",NA,"up"
"433","TCEQMAIN-12838",10836388,-98.5852,29.3296,"inlet",NA,"dn"
"434","TCEQMAIN-12838",10836388,-98.5852,29.3296,"outlet",10836428,"up"
"435","TCEQMAIN-12864",10840488,-98.4128,29.3571,"inlet",NA,"dn"
"436","TCEQMAIN-12864",10840488,-98.4128,29.3571,"outlet",NA,"up"
"437","TCEQMAIN-12879",3838221,-98.0644,28.9515,"inlet",NA,"dn"
"438","TCEQMAIN-12879",3838221,-98.0644,28.9515,"outlet",NA,"up"
"439","TCEQMAIN-12886",10840572,-98.3558,29.2219,"inlet",NA,"dn"
"440","TCEQMAIN-12886",10840572,-98.3558,29.2219,"outlet",10840868,"up"
"441","TCEQMAIN-12897",10840502,-98.4489,29.3195,"inlet",NA,"dn"
"442","TCEQMAIN-12897",10840502,-98.4489,29.3195,"outlet",10840868,"up"
"443","TCEQMAIN-12979",3168766,-98.1784,28.428,"inlet",NA,"dn"
"444","TCEQMAIN-12979",3168766,-98.1784,28.428,"outlet",NA,"up"
"445","TCEQMAIN-13079",206131,-97.7008,26.1735,"inlet",NA,"dn"
"446","TCEQMAIN-13079",206131,-97.7008,26.1735,"outlet",207421,"up"
"447","TCEQMAIN-13177",626148,-97.4546,25.8787,"inlet",NA,"dn"
"448","TCEQMAIN-13177",626148,-97.4546,25.8787,"outlet",NA,"up"
"449","TCEQMAIN-13188",336509,-99.1681,26.5569,"inlet",NA,"dn"
"450","TCEQMAIN-13188",336509,-99.1681,26.5569,"outlet",336503,"up"
"451","TCEQMAIN-13196",607753,-99.4869,27.4036,"inlet",NA,"dn"
"452","TCEQMAIN-13196",607753,-99.4869,27.4036,"outlet",NA,"up"
"453","TCEQMAIN-13654",7846335,-96.5461,29.1602,"inlet",NA,"dn"
"454","TCEQMAIN-13654",7846335,-96.5461,29.1602,"outlet",NA,"up"
"455","TCEQMAIN-13655",7846391,-96.4669,29.0714,"inlet",NA,"dn"
"456","TCEQMAIN-13655",7846391,-96.4669,29.0714,"outlet",NA,"up"
"457","TCEQMAIN-14256",10840818,-98.4947,29.3931,"inlet",10840868,"dn"
"458","TCEQMAIN-14256",10840818,-98.4947,29.3931,"outlet",NA,"up"
"459","USGS-08057200",1260353,-96.7566664,32.8892921,"inlet",1260401,"dn"
"460","USGS-08057200",1260353,-96.7566664,32.8892921,"outlet",NA,"up"
"461","USGS-08057410",1260375,-96.7358319,32.7076314,"inlet",NA,"dn"
"462","USGS-08057410",1260375,-96.7358319,32.7076314,"outlet",NA,"up"
"463","TCEQMAIN-10134",13971012,-98.5338,34.1086,"inlet",NA,"dn"
"464","TCEQMAIN-10134",13971012,-98.5338,34.1086,"outlet",NA,"up"
"465","TCEQMAIN-10145",13732288,-98.295,34.0563,"inlet",NA,"dn"
"466","TCEQMAIN-10145",13732288,-98.295,34.0563,"outlet",NA,"up"
"467","TCEQMAIN-10158",13732942,-99.1427,33.7598,"inlet",13733424,"dn"
"468","TCEQMAIN-10158",13732942,-99.1427,33.7598,"outlet",13733430,"up"
"469","TCEQMAIN-10161",13733388,-99.3888,33.7003,"inlet",NA,"dn"
"470","TCEQMAIN-10161",13733388,-99.3888,33.7003,"outlet",NA,"up"
"471","TCEQMAIN-10162",13526822,-99.7865,33.8207,"inlet",NA,"dn"
"472","TCEQMAIN-10162",13526822,-99.7865,33.8207,"outlet",NA,"up"
"473","TCEQMAIN-10185",13520741,-99.8013,33.6446,"inlet",NA,"dn"
"474","TCEQMAIN-10185",13520741,-99.8013,33.6446,"outlet",NA,"up"
"475","TCEQMAIN-10199",1122795,-95.0925,33.3223,"inlet",NA,"dn"
"476","TCEQMAIN-10199",1122795,-95.0925,33.3223,"outlet",NA,"up"
"477","TCEQMAIN-10219",1129593,-95.1329,33.3864,"inlet",1129647,"dn"
"478","TCEQMAIN-10219",1129593,-95.1329,33.3864,"outlet",NA,"up"
"479","TCEQMAIN-10222",4300941,-95.5947,33.3554,"inlet",NA,"dn"
"480","TCEQMAIN-10222",4300941,-95.5947,33.3554,"outlet",NA,"up"
"481","TCEQMAIN-10231",4300911,-95.5881,33.4737,"inlet",4301773,"dn"
"482","TCEQMAIN-10231",4300911,-95.5881,33.4737,"outlet",NA,"up"
"483","TCEQMAIN-10238",4300965,-95.8621,33.2194,"inlet",NA,"dn"
"484","TCEQMAIN-10238",4300965,-95.8621,33.2194,"outlet",NA,"up"
"485","TCEQMAIN-10429",5275972,-95.2068,32.5597,"inlet",NA,"dn"
"486","TCEQMAIN-10429",5275972,-95.2068,32.5597,"outlet",NA,"up"
"487","TCEQMAIN-10430",5275740,-95.4857,32.6129,"inlet",NA,"dn"
"488","TCEQMAIN-10430",5275740,-95.4857,32.6129,"outlet",NA,"up"
"489","TCEQMAIN-10434",5256777,-95.9225,32.8275,"inlet",5256777,"dn"
"490","TCEQMAIN-10434",5256777,-95.9225,32.8275,"outlet",5256761,"up"
"491","TCEQMAIN-10437",5256767,-95.983,32.906,"inlet",5256767,"dn"
"492","TCEQMAIN-10437",5256767,-95.983,32.906,"outlet",5256751,"up"
"493","TCEQMAIN-10458",5294057,-95.5418,32.8055,"inlet",5294057,"dn"
"494","TCEQMAIN-10458",5294057,-95.5418,32.8055,"outlet",5294051,"up"
"495","TCEQMAIN-10461",5293981,-95.5238,32.8959,"inlet",5293981,"dn"
"496","TCEQMAIN-10461",5293981,-95.5238,32.8959,"outlet",5293953,"up"
"497","TCEQMAIN-10462",5294025,-95.6272,32.8825,"inlet",5294025,"dn"
"498","TCEQMAIN-10462",5294025,-95.6272,32.8825,"outlet",5294003,"up"
"499","TCEQMAIN-10468",5275798,-95.092,32.603,"inlet",NA,"dn"
"500","TCEQMAIN-10468",5275798,-95.092,32.603,"outlet",NA,"up"
"501","TCEQMAIN-10469",5293759,-95.3535,32.6327,"inlet",NA,"dn"
"502","TCEQMAIN-10469",5293759,-95.3535,32.6327,"outlet",5294057,"up"
"503","TCEQMAIN-10698",1491734,-95.4865,30.8201,"inlet",1492772,"dn"
"504","TCEQMAIN-10698",1491734,-95.4865,30.8201,"outlet",NA,"up"
"505","TCEQMAIN-10786",1268612,-97.2647,32.6033,"inlet",1269102,"dn"
"506","TCEQMAIN-10786",1268612,-97.2647,32.6033,"outlet",1270630,"up"
"507","TCEQMAIN-10898",1493012,-95.0115,30.6308,"inlet",NA,"dn"
"508","TCEQMAIN-10898",1493012,-95.0115,30.6308,"outlet",1492992,"up"
"509","TCEQMAIN-10899",1492986,-95.0417,30.65,"inlet",1492986,"dn"
"510","TCEQMAIN-10899",1492986,-95.0417,30.65,"outlet",1492984,"up"
"511","TCEQMAIN-10913",1492668,-95.275,30.9,"inlet",1492668,"dn"
"512","TCEQMAIN-10913",1492668,-95.275,30.9,"outlet",1492666,"up"
"513","TCEQMAIN-10914",1492784,-95.3983,30.8597,"inlet",1492784,"dn"
"514","TCEQMAIN-10914",1492784,-95.3983,30.8597,"outlet",1492754,"up"
"515","TCEQMAIN-10917",1486156,-95.6997,31.0776,"inlet",NA,"dn"
"516","TCEQMAIN-10917",1486156,-95.6997,31.0776,"outlet",NA,"up"
"517","TCEQMAIN-10918",1484774,-95.6567,31.3356,"inlet",NA,"dn"
"518","TCEQMAIN-10918",1484774,-95.6567,31.3356,"outlet",NA,"up"
"519","TCEQMAIN-10919",1453127,-95.7896,31.6483,"inlet",1453961,"dn"
"520","TCEQMAIN-10919",1453127,-95.7896,31.6483,"outlet",1453935,"up"
"521","TCEQMAIN-10921",1262643,-96.1064,32.1349,"inlet",NA,"dn"
"522","TCEQMAIN-10921",1262643,-96.1064,32.1349,"outlet",NA,"up"
"523","TCEQMAIN-10925",1262531,-96.4625,32.4267,"inlet",NA,"dn"
"524","TCEQMAIN-10925",1262531,-96.4625,32.4267,"outlet",NA,"up"
"525","TCEQMAIN-10934",1260375,-96.7357,32.7074,"inlet",NA,"dn"
"526","TCEQMAIN-10934",1260375,-96.7357,32.7074,"outlet",NA,"up"
"527","TCEQMAIN-10938",1268426,-97.2889,32.7523,"inlet",NA,"dn"
"528","TCEQMAIN-10938",1268426,-97.2889,32.7523,"outlet",NA,"up"
"529","TCEQMAIN-10941",1268432,-97.4083,32.7652,"inlet",NA,"dn"
"530","TCEQMAIN-10941",1268432,-97.4083,32.7652,"outlet",1269054,"up"
"531","TCEQMAIN-10942",1269054,-97.4203,32.7926,"inlet",1269054,"dn"
"532","TCEQMAIN-10942",1269054,-97.4203,32.7926,"outlet",1269046,"up"
"533","TCEQMAIN-10944",1306945,-97.4608,32.8764,"inlet",1306945,"dn"
"534","TCEQMAIN-10944",1306945,-97.4608,32.8764,"outlet",1306943,"up"
"535","TCEQMAIN-10949",1306947,-97.5128,32.8742,"inlet",1306947,"dn"
"536","TCEQMAIN-10949",1306947,-97.5128,32.8742,"outlet",NA,"up"
"537","TCEQMAIN-10952",1306933,-97.49,32.905,"inlet",1306933,"dn"
"538","TCEQMAIN-10952",1306933,-97.49,32.905,"outlet",1306921,"up"
"539","TCEQMAIN-10953",1306935,-97.5167,32.9047,"inlet",1306935,"dn"
"540","TCEQMAIN-10953",1306935,-97.5167,32.9047,"outlet",NA,"up"
"541","TCEQMAIN-10956",1306933,-97.5089,32.9372,"inlet",1306933,"dn"
"542","TCEQMAIN-10956",1306933,-97.5089,32.9372,"outlet",1306921,"up"
"543","TCEQMAIN-10960",1306917,-97.5081,32.9653,"inlet",1306917,"dn"
"544","TCEQMAIN-10960",1306917,-97.5081,32.9653,"outlet",1306913,"up"
"545","TCEQMAIN-10964",1306911,-97.5133,32.9944,"inlet",1306911,"dn"
"546","TCEQMAIN-10964",1306911,-97.5133,32.9944,"outlet",1306591,"up"
"547","TCEQMAIN-10969",1305941,-97.5584,33.0857,"inlet",NA,"dn"
"548","TCEQMAIN-10969",1305941,-97.5584,33.0857,"outlet",1306513,"up"
"549","TCEQMAIN-10970",1306513,-97.834,33.2217,"inlet",1306513,"dn"
"550","TCEQMAIN-10970",1306513,-97.834,33.2217,"outlet",1306515,"up"
"551","TCEQMAIN-10977",1446644,-96.5214,32.1975,"inlet",NA,"dn"
"552","TCEQMAIN-10977",1446644,-96.5214,32.1975,"outlet",NA,"up"
"553","TCEQMAIN-10979",1447048,-96.6417,32.2528,"inlet",1447048,"dn"
"554","TCEQMAIN-10979",1447048,-96.6417,32.2528,"outlet",1447032,"up"
"555","TCEQMAIN-10991",1293094,-96.485,32.6383,"inlet",NA,"dn"
"556","TCEQMAIN-10991",1293094,-96.485,32.6383,"outlet",1294840,"up"
"557","TCEQMAIN-10996",1293162,-96.5011,32.7739,"inlet",NA,"dn"
"558","TCEQMAIN-10996",1293162,-96.5011,32.7739,"outlet",1294840,"up"
"559","TCEQMAIN-11023",1279648,-96.9062,32.8092,"inlet",NA,"dn"
"560","TCEQMAIN-11023",1279648,-96.9062,32.8092,"outlet",1279712,"up"
"561","TCEQMAIN-11068",4133589,-96.2561,31.9736,"inlet",NA,"dn"
"562","TCEQMAIN-11068",4133589,-96.2561,31.9736,"outlet",NA,"up"
"563","TCEQMAIN-11081",1269868,-96.995,32.7629,"inlet",NA,"dn"
"564","TCEQMAIN-11081",1269868,-96.995,32.7629,"outlet",NA,"up"
"565","TCEQMAIN-11126",1438737,-95.3348,29.8619,"inlet",NA,"dn"
"566","TCEQMAIN-11126",1438737,-95.3348,29.8619,"outlet",NA,"up"
"567","TCEQMAIN-11129",1440277,-95.2683,29.7932,"inlet",NA,"dn"
"568","TCEQMAIN-11129",1440277,-95.2683,29.7932,"outlet",NA,"up"
"569","TCEQMAIN-11132",1439685,-95.289,29.6739,"inlet",NA,"dn"
"570","TCEQMAIN-11132",1439685,-95.289,29.6739,"outlet",NA,"up"
"571","TCEQMAIN-11135",1439761,-95.446,29.6188,"inlet",NA,"dn"
"572","TCEQMAIN-11135",1439761,-95.446,29.6188,"outlet",NA,"up"
"573","TCEQMAIN-11139",1440385,-95.412,29.6973,"inlet",NA,"dn"
"574","TCEQMAIN-11139",1440385,-95.412,29.6973,"outlet",NA,"up"
"575","TCEQMAIN-11148",1439229,-95.3681,29.7926,"inlet",NA,"dn"
"576","TCEQMAIN-11148",1439229,-95.3681,29.7926,"outlet",NA,"up"
"577","TCEQMAIN-11169",1440395,-95.5623,29.656,"inlet",NA,"dn"
"578","TCEQMAIN-11169",1440395,-95.5623,29.656,"outlet",NA,"up"
"579","TCEQMAIN-11193",1442263,-95.0614,29.7919,"inlet",NA,"dn"
"580","TCEQMAIN-11193",1442263,-95.0614,29.7919,"outlet",1440413,"up"
"581","TCEQMAIN-11204",1469612,-95.1356,29.9189,"inlet",1469612,"dn"
"582","TCEQMAIN-11204",1469612,-95.1356,29.9189,"outlet",1469610,"up"
"583","TCEQMAIN-11213",1468442,-95.2579,30.0268,"inlet",1468442,"dn"
"584","TCEQMAIN-11213",1468442,-95.2579,30.0268,"outlet",1468438,"up"
"585","TCEQMAIN-11235",1520083,-95.1246,30.1453,"inlet",1520281,"dn"
"586","TCEQMAIN-11235",1520083,-95.1246,30.1453,"outlet",NA,"up"
"587","TCEQMAIN-11245",1468280,-95.4575,30.2447,"inlet",NA,"dn"
"588","TCEQMAIN-11245",1468280,-95.4575,30.2447,"outlet",1468386,"up"
"589","TCEQMAIN-11264",1440495,-95.0917,29.7556,"inlet",NA,"dn"
"590","TCEQMAIN-11264",1440495,-95.0917,29.7556,"outlet",NA,"up"
"591","TCEQMAIN-11271",1442273,-95.1681,29.7472,"inlet",NA,"dn"
"592","TCEQMAIN-11271",1442273,-95.1681,29.7472,"outlet",NA,"up"
"593","TCEQMAIN-11279",1440239,-95.2333,29.8372,"inlet",NA,"dn"
"594","TCEQMAIN-11279",1440239,-95.2333,29.8372,"outlet",NA,"up"
"595","TCEQMAIN-11284",1440531,-95.2194,29.7242,"inlet",NA,"dn"
"596","TCEQMAIN-11284",1440531,-95.2194,29.7242,"outlet",NA,"up"
"597","TCEQMAIN-11287",1440541,-95.2425,29.7192,"inlet",NA,"dn"
"598","TCEQMAIN-11287",1440541,-95.2425,29.7192,"outlet",NA,"up"
"599","TCEQMAIN-11292",1440525,-95.2889,29.7492,"inlet",NA,"dn"
"600","TCEQMAIN-11292",1440525,-95.2889,29.7492,"outlet",NA,"up"
"601","TCEQMAIN-11294",1440525,-95.2972,29.7542,"inlet",NA,"dn"
"602","TCEQMAIN-11294",1440525,-95.2972,29.7542,"outlet",NA,"up"
"603","TCEQMAIN-11296",1440489,-95.3283,29.7594,"inlet",NA,"dn"
"604","TCEQMAIN-11296",1440489,-95.3283,29.7594,"outlet",NA,"up"
"605","TCEQMAIN-11299",1440529,-95.2247,29.7253,"inlet",NA,"dn"
"606","TCEQMAIN-11299",1440529,-95.2247,29.7253,"outlet",NA,"up"
"607","TCEQMAIN-11302",1439537,-95.2553,29.7103,"inlet",NA,"dn"
"608","TCEQMAIN-11302",1439537,-95.2553,29.7103,"outlet",NA,"up"
"609","TCEQMAIN-11312",1508065,-95.4058,30.0921,"inlet",NA,"dn"
"610","TCEQMAIN-11312",1508065,-95.4058,30.0921,"outlet",NA,"up"
"611","TCEQMAIN-11324",1508101,-95.3297,30.0303,"inlet",1468438,"dn"
"612","TCEQMAIN-11324",1508101,-95.3297,30.0303,"outlet",1509759,"up"
"613","TCEQMAIN-11328",1508289,-95.4292,30.0358,"inlet",NA,"dn"
"614","TCEQMAIN-11328",1508289,-95.4292,30.0358,"outlet",1509759,"up"
"615","TCEQMAIN-11333",1509209,-95.7175,29.9589,"inlet",1509759,"dn"
"616","TCEQMAIN-11333",1509209,-95.7175,29.9589,"outlet",NA,"up"
"617","TCEQMAIN-11334",1520071,-95.1921,30.1488,"inlet",1520283,"dn"
"618","TCEQMAIN-11334",1520071,-95.1921,30.1488,"outlet",NA,"up"
"619","TCEQMAIN-11335",1520249,-95.3025,30.26,"inlet",NA,"dn"
"620","TCEQMAIN-11335",1520249,-95.3025,30.26,"outlet",NA,"up"
"621","TCEQMAIN-11336",1520069,-95.1713,30.1471,"inlet",1520283,"dn"
"622","TCEQMAIN-11336",1520069,-95.1713,30.1471,"outlet",1520279,"up"
"623","TCEQMAIN-11342",1468386,-95.5651,30.3576,"inlet",1468386,"dn"
"624","TCEQMAIN-11342",1468386,-95.5651,30.3576,"outlet",1468384,"up"
"625","TCEQMAIN-11344",1466404,-95.6021,30.5249,"inlet",1466404,"dn"
"626","TCEQMAIN-11344",1466404,-95.6021,30.5249,"outlet",1466398,"up"
"627","TCEQMAIN-11345",1439329,-95.3519,29.7655,"inlet",NA,"dn"
"628","TCEQMAIN-11345",1439329,-95.3519,29.7655,"outlet",NA,"up"
"629","TCEQMAIN-11351",1440301,-95.4085,29.7606,"inlet",NA,"dn"
"630","TCEQMAIN-11351",1440301,-95.4085,29.7606,"outlet",NA,"up"
"631","TCEQMAIN-11360",1439357,-95.5574,29.7625,"inlet",NA,"dn"
"632","TCEQMAIN-11360",1439357,-95.5574,29.7625,"outlet",NA,"up"
"633","TCEQMAIN-11362",1439317,-95.6056,29.7618,"inlet",NA,"dn"
"634","TCEQMAIN-11362",1439317,-95.6056,29.7618,"outlet",NA,"up"
"635","TCEQMAIN-11369",1438901,-95.2283,29.8497,"inlet",NA,"dn"
"636","TCEQMAIN-11369",1438901,-95.2283,29.8497,"outlet",NA,"up"
"637","TCEQMAIN-11371",1440183,-95.3067,29.9183,"inlet",NA,"dn"
"638","TCEQMAIN-11371",1440183,-95.3067,29.9183,"outlet",NA,"up"
"639","TCEQMAIN-11387",1440291,-95.3969,29.775,"inlet",NA,"dn"
"640","TCEQMAIN-11387",1440291,-95.3969,29.775,"outlet",NA,"up"
"641","TCEQMAIN-11446",1563064,-95.1032,29.5214,"inlet",1563624,"dn"
"642","TCEQMAIN-11446",1563064,-95.103